Vault,Chain,Type,Month,Month Return (%),Cumulative Return (%),AUM ($),AUM Size, Total Debt, Total Gains
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,nov/21,0.0,0.0,1653.271493725,Under $10 million,1438.4759585653,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.013621351368620305,0.04838629153964025,7854248.16597803,Under $10 million,7724065.49871176,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0,0.027029360392130997,563422.962867,Under $10 million,498942.860241,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.0,0.020556700765344438,11471636.5924996,Between $10 million and $50 million,196.63361856,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,nov/21,0.000696585225931301,0.049941142878910716,10050554.652074125,Between $10 million and $50 million,2247.65419619,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,nov/21,0,0.0,0,Under $10 million,0,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,nov/21,0.03203115282190705,0.18460112997121958,25730202.13171583,Between $10 million and $50 million,11922833.216461638,0
yvWBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.000781917461984527,0.010383195656837652,145617446.8835446,Over $50 million,562.6713528999999,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.009793472271006687,0.06559196901375741,32853774.2469702,Between $10 million and $50 million,32292399.7734755,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,nov/21,0.013591350449713158,0.07798048953600167,42823837.84586249,Between $10 million and $50 million,42103102.7146078,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,nov/21,0.006286467347926816,0.06733146603669837,6073628.13825848,Under $10 million,921352.857118,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.2.2 - ETH,ETH,Stable,nov/21,0.0,0.012515104769184271,2.0994286794900003e-10,Under $10 million,2.09874751e-10,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,nov/21,0.0035971797925737903,0.04356957019141183,4525358.6079588495,Under $10 million,1011.50044102,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,nov/21,0.0,0.07532013256499992,75357.84897522,Under $10 million,73311.153646,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,nov/21,0.01862025743117046,0.07276373979362072,9334132.8756124,Under $10 million,9235535.661047738,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,nov/21,0.004581855441432081,0.024103324269779902,39812870.959274895,Between $10 million and $50 million,36174617.30386756,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,nov/21,0.00012130801244625289,0.0024862770908824494,23347895.2317292,Between $10 million and $50 million,0,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,nov/21,0.008857071321520804,0.04992995030921832,15364803.2890491,Between $10 million and $50 million,7959.35308875,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,nov/21,0,0.0,0,Under $10 million,0,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,nov/21,0.010889003984488665,0.05794934358548498,6489568.34445787,Under $10 million,532973.3429043193,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,nov/21,0,0.0,0,Under $10 million,0,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,nov/21,0.0,0.002063427368000026,2805239.48561136,Under $10 million,80999.75473449,0
yvTUSD 0.4.3 - ETH,ETH,Stable,nov/21,0.03831231944703739,0.051106154915000035,480913.23594,Under $10 million,480913.23594,0
yvWETH 0.4.2 - ETH,ETH,ETH,nov/21,0.001076292798051437,0.007060167281548901,937955023.7091614,Over $50 million,64017.98561326596,0
yvUSDC 0.4.3 - ETH,ETH,Stable,nov/21,0.0017519999999999758,0.0017519999999999758,133313546.059826,Over $50 million,92847080.96836899,0
yvsUSD 0.3.3 - ETH,ETH,Stable,nov/21,0.009194467013902141,0.04101578558680874,758955.222927,Under $10 million,0,0
yvWETH 0.3.2 - ETH,ETH,ETH,nov/21,0.0009986401894435115,0.03129912017925629,8763134.2296024,Under $10 million,0,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,nov/21,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,nov/21,0.006073074521889987,0.051241762512518774,3366328.90414407,Under $10 million,3204214.19148471,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,nov/21,1.994045883968454e-08,0.0029339706913640295,30152.37162308,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,nov/21,0.00937597074502694,0.00937597074502694,6957863.25630378,Under $10 million,6941728.93372258,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,nov/21,0.0,0.010767239575000032,752943.030423,Under $10 million,3020.40005489,0
yvDAI 0.4.3 - ETH,ETH,Stable,nov/21,0.003394482329295956,0.015031273806500378,560346398.8698038,Over $50 million,509212101.86351925,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,nov/21,0.00041808242493668324,0.06003029272986948,1013905718.9930888,Over $50 million,221531.892901,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,nov/21,0.00611979623584058,0.006465674957907952,47697158.58800329,Between $10 million and $50 million,1325.1290318869492,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,nov/21,0.0,0.008777602404040019,67933.5508187,Under $10 million,0,0
yvUSDC 0.2.2 - ETH,ETH,Stable,nov/21,0.0,0.011919154791057096,28.055666003535,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.002668659936268636,0.04393452145642662,17422071.9936727,Between $10 million and $50 million,287.1156165986,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,nov/21,0.0,0.01531960468948279,5588272.2703315,Under $10 million,223774.24040735,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0,0.04715271473999083,35053.0147066,Under $10 million,34883.55905455,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvMIM 0.4.3 - FTM,FTM,Stable,nov/21,0.004782033912223094,0.004782033912223094,312017.735429,Under $10 million,302383.278099,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,nov/21,0.00014410424664235144,0.002167642586806684,211633045.80070165,Over $50 million,93723524.79443222,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.4.3 - FTM,FTM,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvDOLA 0.4.3 - FTM,FTM,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,nov/21,0.0015126562677636457,0.006666628807052932,877692.647533,Under $10 million,15.8272422395,0
yvFRAX 0.4.3 - FTM,FTM,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - FTM,FTM,Stable,nov/21,0.011844801414938377,0.024978830035092603,1679730.80040389,Under $10 million,1679493.9411669655,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,nov/21,0,0.0,0,Under $10 million,0,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,nov/21,0,0.0,0,Under $10 million,0,0
yvWETH 0.4.3 - FTM,FTM,ETH,nov/21,0,0.0,0,Under $10 million,0,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.4.3 - FTM,FTM,Stable,nov/21,0.005283278849313344,0.005283278849313344,356694.46589,Under $10 million,157576.784649,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.4.3 - FTM,FTM,BTC,nov/21,0,0.0,0,Under $10 million,0,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,nov/21,0,0.0,0,Under $10 million,0,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.008376544872760183,0.019097889343727026,8691.85182357,Under $10 million,8442.6828152,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,dec/21,0.003035596836741483,0.10561117811199994,61444.065855,Under $10 million,54107.10392379,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,dec/21,0.0,0.037318928519930905,1359765.379427096,Under $10 million,355.1699512823,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,dec/21,0.010915396826000068,0.010915396826000068,123125.091036,Under $10 million,122937.209822,0
yvDAI 0.3.0 - ETH,ETH,Stable,dec/21,0.0024264153982662684,0.07872658326760362,3702383.98009548,Under $10 million,3702529.48950442,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,dec/21,0.0,0.06395508476198475,187180.63625261,Under $10 million,180908.4057612,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0,0.0,1740.8348446065,Under $10 million,2400.0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.018745584030599005,0.05506802273236855,1169194.57521484,Under $10 million,24.657643742752,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,dec/21,0.00806259562024314,0.08590700406506446,26336204.101350643,Between $10 million and $50 million,23031724.6431528,0
st-yCRV 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,dec/21,0.007957157394297587,0.07881288270609721,246151322.07843724,Over $50 million,233874195.36895835,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,dec/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,dec/21,0.008693528044948495,0.059893767974003476,67305675.38152033,Over $50 million,66762753.3443557,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0,0.04245947051636745,814395.046334,Under $10 million,796819.277818,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0023595745669879875,0.07445048797079146,1022953.3286738462,Under $10 million,1009385.25217445,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvLUSD 0.4.3 - ETH,ETH,Stable,dec/21,0.006392959543239263,0.006392959543239263,3295044.7414619364,Under $10 million,3294021.98201926,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,dec/21,0.0007442044803342984,0.026844191003289053,755613.404273,Under $10 million,699055.102405,0
yvUSDT 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,dec/21,0.010133683600760612,0.08776350057246285,70496801.92951939,Over $50 million,67313605.392968,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,dec/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,dec/21,0.008136765608545371,0.031024253362695653,271677.01825,Under $10 million,159.9186214972,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0,0.042310786839533154,14085621.499608554,Between $10 million and $50 million,296.957197643,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,dec/21,0.06605496532407895,0.088099126388,227957.395345,Under $10 million,20102.49329966,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.020779183292999992,0.020779183292999992,1877075.418294976,Under $10 million,1649017.39407963,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,dec/21,0.0,0.012181303453000059,1238603.7114300842,Under $10 million,0,0
yUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0,0.0009269785829999488,8027625.51743585,Under $10 million,5401692.09579707,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.006999860529999902,0.006999860529999902,14206659.652887883,Between $10 million and $50 million,16897908997.6957,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0,0.018948137953999966,63540.78071322,Under $10 million,7309808.81446844,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0,0.0,1589878.34209751,Under $10 million,1175862.98787419,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.014839021672930608,0.07033847965158357,2244715.8093789048,Under $10 million,2143256.5023494423,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,dec/21,0.0,0.0,0,Under $10 million,0,0
yvUSDC 0.3.0 - ETH,ETH,Stable,dec/21,0.0029898907532854846,0.08537532484477905,268631198.786916,Over $50 million,264914558.341164,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.00597504371863411,0.07446809115115616,21901329.8473408,Between $10 million and $50 million,21450050.8733357,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,dec/21,0,0.0,0,Under $10 million,0,0
lp-yCRV 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,dec/21,0.003074386374321003,0.03446825287959565,23452054.65190014,Between $10 million and $50 million,493.5351515463,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,dec/21,0.0005353033833139786,0.013032528424000045,12592419.2383097,Between $10 million and $50 million,634638.469184,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.006635993895972581,0.03034320959000003,26259951.9395735,Between $10 million and $50 million,22352583.10714927,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0024242988794842546,0.04618294829379255,2467477.39107496,Under $10 million,2448825.363197297,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,dec/21,0.0,1.590767903793,1033.7945943269,Under $10 million,0,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,dec/21,0.010221028544320054,0.04641803256299992,2242320.93957202,Under $10 million,218842.07719,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0,0.020479238587835402,1256141.1462963745,Under $10 million,26.1565586395,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,dec/21,0.0,0.004459727903999955,321291.43829453,Under $10 million,86.5056271146,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.3.5 - ETH,ETH,Stable,dec/21,0.007956183785324589,0.038939897223266184,82206289.80796416,Over $50 million,28476844.174439006,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,dec/21,6.51251859999924e-05,6.51251859999924e-05,713467.736788,Under $10 million,334909.177533,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,dec/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0,0.02101171072746366,2853702.4546776,Under $10 million,59.9039558014,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,dec/21,0.003120111365695122,0.03318157193908777,19396262.8926976,Between $10 million and $50 million,19018536.2645108,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,dec/21,0.0,0.0020643676906213493,15178.64258576,Under $10 million,5017.78835652,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,dec/21,0.0,0.0,3600.74300883,Under $10 million,1438.4759585653,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.00563859016509638,0.05429771217233759,7344506.53064295,Under $10 million,7231484.13714697,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.010174901827346705,0.037479283307923605,569064.057829,Under $10 million,500354.680397,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0,0.020556700765344438,7058724.10380455,Under $10 million,148.4179314488,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,dec/21,0.0,0.049941142878910716,7108927.36891082,Under $10 million,1903.4665621671,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,dec/21,0.04345318600456416,0.23607582321307596,30347894.4032181,Between $10 million and $50 million,12403180.682900231,0
yvWBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0011817974454528812,0.011577263936393356,73847581.54709736,Over $50 million,427.0372782500001,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0074354151312840955,0.07351508766393722,31502040.0241743,Between $10 million and $50 million,31260821.9386002,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,dec/21,0.010588378369559948,0.08939455483421233,75331484.598935,Over $50 million,73624738.94889054,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,dec/21,0.0,0.06733146603669837,2311914.2024875022,Under $10 million,0,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,dec/21,2.2505460000044053e-06,2.2505460000044053e-06,3963835.2784174657,Under $10 million,1789888.9213391345,0
yvDAI 0.2.2 - ETH,ETH,Stable,dec/21,0.0,0.012515104769184271,2.0986650292228002e-10,Under $10 million,2.09874751e-10,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,dec/21,0.0032770155957764224,0.04698936394820685,3306124.1887765843,Under $10 million,884.04321723,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,dec/21,0.03747839613015347,0.11562140646000008,29860.88417548,Under $10 million,29054.22603268,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,dec/21,0.01326693724223138,0.08699602900520409,7477715.08408457,Under $10 million,7336554.04421688,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,dec/21,0.001168873824701766,0.025300371839309,22134376.6694126,Between $10 million and $50 million,20070770.226131476,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,dec/21,0.0,0.0024862770908824494,17055857.435168725,Between $10 million and $50 million,0,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,dec/21,0.007487635079584276,0.05779144263625979,15259815.311598582,Between $10 million and $50 million,8696.67803493,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,dec/21,0.015698917476498764,0.07455800302474946,7632823.44920057,Under $10 million,1038404.0372815572,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,dec/21,0.0001616639490000793,0.0001616639490000793,529723.614095,Under $10 million,528699.265522,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,dec/21,0.0020727039229995192,0.0041404081650000535,2626588.898250594,Under $10 million,80999.75473449,0
yvTUSD 0.4.3 - ETH,ETH,Stable,dec/21,0.0,0.051106154915000035,114066.968623,Under $10 million,114066.968623,0
yvWETH 0.4.2 - ETH,ETH,ETH,dec/21,0.0009287753976390256,0.007995499988862287,837678608.214608,Over $50 million,53037.69654966307,0
yvUSDC 0.4.3 - ETH,ETH,Stable,dec/21,0.004641862814486197,0.006401995358137125,161730029.28391117,Over $50 million,118847113.262561,0
yvsUSD 0.3.3 - ETH,ETH,Stable,dec/21,0.0,0.04101578558680874,552924.705584,Under $10 million,0,0
yvWETH 0.3.2 - ETH,ETH,ETH,dec/21,0.000975516114660735,0.032305169090026675,5072494.88383594,Under $10 million,0,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,dec/21,0.0031780593836354676,0.05458267126034122,2417088.467344784,Under $10 million,2296040.25714097,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,dec/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,dec/21,0.0,0.0029339706913640295,5121.6321921,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,dec/21,0.012321538776931984,0.021813035909065137,9018188.383094676,Under $10 million,8700496.705898512,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,dec/21,0.003349632529071389,0.014152938400000092,1918910.0427476044,Under $10 million,5840.00897256,0
yvDAI 0.4.3 - ETH,ETH,Stable,dec/21,0.0022237984003230515,0.017288498729469248,494215241.20499694,Over $50 million,365192186.65432155,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,dec/21,0.0003081863857357092,0.06035697963455622,888900833.7849323,Over $50 million,231496.713914,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,dec/21,0.004030294166616377,0.010522027696590497,60391897.9137725,Over $50 million,246.2050969691188,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,dec/21,0.0,0.008777602404040019,31089.10834257,Under $10 million,0,0
yvUSDC 0.2.2 - ETH,ETH,Stable,dec/21,0.0,0.011919154791057096,28.050214971,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.011829869449142327,0.056284130558708956,1570199.4167756028,Under $10 million,32.476081547061,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,dec/21,0.0,0.01531960468948279,3634375.679787956,Under $10 million,182897.21022426,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.10440086148205752,0.15647636026212108,7336.04938866,Under $10 million,6412.70987881,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvMIM 0.4.3 - FTM,FTM,Stable,dec/21,0.012484869840725832,0.017326606823917068,1821590.841463642,Under $10 million,1422479.4956957619,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,dec/21,0.00889092577260353,0.011077840708751063,195374702.745328,Over $50 million,87386680.3409579,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.4.3 - FTM,FTM,Stable,dec/21,0.0009079999999999089,0.0009079999999999089,1981.816797,Under $10 million,1981.642274,0
yvDOLA 0.4.3 - FTM,FTM,Stable,dec/21,0,0.0,0,Under $10 million,0,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,dec/21,0.008865116674795726,0.0155908459240508,1198440.65310348,Under $10 million,39.357376319445,0
yvFRAX 0.4.3 - FTM,FTM,Stable,dec/21,0,0.0,314.761990247,Under $10 million,314.7501863358,0
yvDAI 0.4.3 - FTM,FTM,Stable,dec/21,0.013908664508890167,0.03923491671076551,7455461.003293859,Under $10 million,7453968.98532364,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,dec/21,0,0.0,66007.58602578,Under $10 million,38.993370649342,0
yvWETH 0.4.3 - FTM,FTM,ETH,dec/21,0,0.0,0,Under $10 million,0,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.4.3 - FTM,FTM,Stable,dec/21,0.012135474116946598,0.017482868059988332,804338.28787,Under $10 million,804337.28787,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,47920.16971225,Under $10 million,47548.5702981,0
yvWBTC 0.4.3 - FTM,FTM,BTC,dec/21,0,0.0,0,Under $10 million,0,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,dec/21,0,0.0,0,Under $10 million,0,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jan/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.0016663607307232375,0.020796074047292334,8728.82044107,Under $10 million,0,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jan/22,0.0,0.10561117811199994,52183.54157246,Under $10 million,46631.49467372,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jan/22,0,0.0,0,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jan/22,0.00010439052020738693,0.03742721478250011,539440.728769,Under $10 million,199.7811794744,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jan/22,0,0.0,202342.823842,Under $10 million,0,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jan/22,0.0,0.010915396826000068,123049.83737554,Under $10 million,122937.209822,0
yvDAI 0.3.0 - ETH,ETH,Stable,jan/22,0.0025274108431634357,0.08145296853096284,3042371.1646935963,Under $10 million,3041619.8541734163,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jan/22,0.0,0.06395508476198475,172385.28906834,Under $10 million,0,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jan/22,0.0,0.0,3421.59852702,Under $10 million,2400.0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0,0.05506802273236855,519473.468741,Under $10 million,13.6138659538,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jan/22,0.004962092470548907,0.09129537503365204,8891664.5480925,Under $10 million,7951184.59341138,0
st-yCRV 0.4.3 - ETH,ETH,Other,jan/22,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jan/22,0.00580703386818282,0.0850775856534034,305019358.41278845,Over $50 million,293812243.020899,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jan/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jan/22,0.00036456644200000277,0.00036456644200000277,1429618.93856756,Under $10 million,1382599.95518754,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jan/22,0.009054538532138334,0.06949061693609737,75591916.52846,Over $50 million,75054341.35133234,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.02472430984155083,0.06823356146267323,1530760.018501446,Under $10 million,1495751.2466565345,0
