Vault,Chain,Type,Month,APY (%)
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,nov/21,0.0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,nov/21,0.061925859258518345
yvWFTM 0.4.3 - FTM,FTM,Altcoin,nov/21,0.0018164478618551971
yvBOO 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,nov/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,nov/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,nov/21,0.019219215530411393
yvFRAX 0.4.3 - FTM,FTM,Stable,nov/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,nov/21,0.15986495333060402
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,nov/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,nov/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,nov/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,nov/21,0.06861718284091989
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,nov/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,nov/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,dec/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.10689365174810184
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,dec/21,0.03759097042237358
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,dec/21,0.0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,dec/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,dec/21,0.14130480859395522
yvDAI 0.3.0 - ETH,ETH,Stable,dec/21,0.029944811120068637
yvCurve-UST 0.3.5 - ETH,ETH,Stable,dec/21,0.0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.2537136618758109
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,dec/21,0.10270525978790412
st-yCRV 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,dec/21,0.10130187651061706
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,dec/21,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,dec/21,0.11113732908177099
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.02910901268939292
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,dec/21,0.08067403060700773
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,dec/21,0.009098273680335112
yvUSDT 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,dec/21,0.13060640891287711
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,dec/21,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,dec/21,0.10369344592031049
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,dec/21,1.1787612983117093
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.28452479535667985
yvCOMP 0.4.3 - ETH,ETH,Altcoin,dec/21,0.0
yUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0886350536046987
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,dec/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.19642037100084142
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,dec/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,dec/21,0.0
yvUSDC 0.3.0 - ETH,ETH,Stable,dec/21,0.03701548632400309
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.07522312595422553
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,dec/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,dec/21,0.038079598405284854
yvLINK 0.4.2 - ETH,ETH,Altcoin,dec/21,0.006536712812392098
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,dec/21,0.08385559648150087
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,dec/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.02991833596534188
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,dec/21,0.0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,dec/21,0.13179721279878143
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,dec/21,0.0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,dec/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,dec/21,0.1012889254128424
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,dec/21,0.0007931714352806818
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,dec/21,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,dec/21,0.03865586283986855
yvRAI 0.4.2 - ETH,ETH,Altcoin,dec/21,0.0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,dec/21,0.0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.07085308863095219
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.13116820791298833
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,dec/21,0.0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,dec/21,0.6784321303657825
yvWBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.014483476927026784
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,dec/21,0.09438157977142936
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,dec/21,0.13681803308712515
yv1INCH 0.3.2 - ETH,ETH,Altcoin,dec/21,0.0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,dec/21,2.740017945934703e-05
yvDAI 0.2.2 - ETH,ETH,Stable,dec/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,dec/21,0.04063553389477925
yvCurve-RSV 0.3.5 - ETH,ETH,Other,dec/21,0.565096372128234
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,dec/21,0.17405031552961425
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,dec/21,0.01432405613325538
yvYFI 0.3.2 - ETH,ETH,Altcoin,dec/21,0.0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,dec/21,0.09507241397897004
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,dec/21,0.20882116939041273
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,dec/21,0.0019699969846460608
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,dec/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,dec/21,0.02552895812492273
yvTUSD 0.4.3 - ETH,ETH,Stable,dec/21,0.0
yvWETH 0.4.2 - ETH,ETH,ETH,dec/21,0.01136647339778718
yvUSDC 0.4.3 - ETH,ETH,Stable,dec/21,0.0580025670831994
yvsUSD 0.3.3 - ETH,ETH,Stable,dec/21,0.0
yvWETH 0.3.2 - ETH,ETH,ETH,dec/21,0.011941614119020505
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,dec/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,dec/21,0.039386593886118426
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,dec/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,dec/21,0.0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,dec/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,dec/21,0.16078324578879477
yvAAVE 0.4.3 - ETH,ETH,Altcoin,dec/21,0.04155291837021946
yvDAI 0.4.3 - ETH,ETH,Stable,dec/21,0.02741314187499566
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,dec/21,0.0037585598837996947
yvYFI 0.4.3 - ETH,ETH,Altcoin,dec/21,0.050188014844332995
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,dec/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,dec/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,dec/21,0.15393802252177102
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,dec/21,0.0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,dec/21,2.350095890231865
yvAVAX 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,dec/21,0.16306544233568787
yvWFTM 0.4.3 - FTM,FTM,Altcoin,dec/21,0.1137875716827852
yvBOO 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,dec/21,0.011110930150412424
yvDOLA 0.4.3 - FTM,FTM,Stable,dec/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,dec/21,0.11344073186256631
yvFRAX 0.4.3 - FTM,FTM,Stable,dec/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,dec/21,0.18313501926143783
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,dec/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,dec/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,dec/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,dec/21,0.15818840542006352
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,dec/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,dec/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jan/22,0.0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.020477485594956102
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jan/22,0.0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jan/22,0.0012716700415771331
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jan/22,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jan/22,0.0
yvDAI 0.3.0 - ETH,ETH,Stable,jan/22,0.031208871397051086
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jan/22,0.0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jan/22,0.0621156803272962
st-yCRV 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jan/22,0.073038882906719
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jan/22,0.004447557577590855
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jan/22,0.1159886167238251
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.3462882357676509
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvLUSD 0.4.3 - ETH,ETH,Stable,jan/22,0.16862250262174716
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jan/22,0.021860923153793177
yvUSDT 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,jan/22,0.11775736036707074
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,jan/22,0.0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,jan/22,0.18095804175786778
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,jan/22,0.03824221910265879
yvCOMP 0.4.3 - ETH,ETH,Altcoin,jan/22,0.0
yUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,jan/22,0.10016267407073642
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,jan/22,3.8809685769234816
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,jan/22,0.16557116527099347
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,jan/22,0.0029159662883504467
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.09303749204975031
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,jan/22,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,jan/22,0.0
yvUSDC 0.3.0 - ETH,ETH,Stable,jan/22,0.031084461898790217
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.0535391686941431
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,jan/22,0
lp-yCRV 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,jan/22,0.08222922969242918
yvLINK 0.4.2 - ETH,ETH,Altcoin,jan/22,0.0011690120444998175
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,jan/22,0.04989445053423558
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,jan/22,0.032571165563576754
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.08225184171203459
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,jan/22,0.0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,jan/22,0.11220940577566396
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.4122817201577256
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,jan/22,0.6219110492061086
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,jan/22,0
yvUSDT 0.3.5 - ETH,ETH,Stable,jan/22,0.04240489644589651
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,jan/22,0.287146791590394
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,jan/22,0.010060458305563014
yvRAI 0.4.2 - ETH,ETH,Altcoin,jan/22,0.0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,jan/22,0.0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.1843121617850474
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,jan/22,0.04082594968415387
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,jan/22,1.418690408191749
yvWBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0037541328569519195
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.045371764543098436
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,jan/22,0.08201796614415602
yv1INCH 0.3.2 - ETH,ETH,Altcoin,jan/22,0.0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,jan/22,0.06048744224063163
yvDAI 0.2.2 - ETH,ETH,Stable,jan/22,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,jan/22,0.0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,jan/22,0.0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,jan/22,0.05385565488321031
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,jan/22,0.012572947729429407
yvYFI 0.3.2 - ETH,ETH,Altcoin,jan/22,0.0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,jan/22,0.11041961959288948
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,jan/22,0.024143008976450053
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,jan/22,0.00236443131304398
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,jan/22,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,jan/22,0.0
yvTUSD 0.4.3 - ETH,ETH,Stable,jan/22,0.004244753864906414
yvWETH 0.4.2 - ETH,ETH,ETH,jan/22,0.010503768353818499
yvUSDC 0.4.3 - ETH,ETH,Stable,jan/22,0.03628393588756973
yvsUSD 0.3.3 - ETH,ETH,Stable,jan/22,0.0
yvWETH 0.3.2 - ETH,ETH,ETH,jan/22,0.010323863841488645
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,jan/22,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,jan/22,0.06751492940603243
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,jan/22,0.0
yvWBTC 0.3.1 - ETH,ETH,BTC,jan/22,0.0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,jan/22,0.0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,jan/22,0.0291622412368171
yvAAVE 0.4.3 - ETH,ETH,Altcoin,jan/22,0.05492071128868403
yvDAI 0.4.3 - ETH,ETH,Stable,jan/22,0.03144030514254226
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,jan/22,0.005094400785878639
yvYFI 0.4.3 - ETH,ETH,Altcoin,jan/22,0.0026506098156138247
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jan/22,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,jan/22,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jan/22,0.0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jan/22,0.0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jan/22,0.0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,jan/22,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,jan/22,0
yvMIM 0.4.3 - FTM,FTM,Stable,jan/22,0.17897018276717724
yvWFTM 0.4.3 - FTM,FTM,Altcoin,jan/22,0.10480940259990401
yvBOO 0.4.3 - FTM,FTM,Altcoin,jan/22,0
yvUSDT 0.4.3 - FTM,FTM,Stable,jan/22,0.12548403290284615
yvDOLA 0.4.3 - FTM,FTM,Stable,jan/22,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,jan/22,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,jan/22,0.16106822668003362
yvFRAX 0.4.3 - FTM,FTM,Stable,jan/22,0.05260611650073388
yvDAI 0.4.3 - FTM,FTM,Stable,jan/22,0.16382639726523118
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,jan/22,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,jan/22,0.12562486135853557
yvWETH 0.4.3 - FTM,FTM,ETH,jan/22,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,jan/22,0
yvUSDC 0.4.3 - FTM,FTM,Stable,jan/22,0.10932899884784542
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,jan/22,0.03815520882200585
yvWBTC 0.4.3 - FTM,FTM,BTC,jan/22,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,jan/22,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,feb/22,0.0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,feb/22,0.0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,feb/22,0.0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,feb/22,0.0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,feb/22,0.07244889347893735
yvDAI 0.3.0 - ETH,ETH,Stable,feb/22,0.04274496168314612
yvCurve-UST 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,feb/22,0.0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,feb/22,0.0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,feb/22,0.012818051491710891
st-yCRV 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,feb/22,0.034769324725203
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,feb/22,0.09279443561178091
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,feb/22,0.09096252206614985
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,feb/22,0
yvLUSD 0.4.3 - ETH,ETH,Stable,feb/22,0.06311007892648757
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,feb/22,0.0
yvUSDT 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,feb/22,0.09781380587064747
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,feb/22,0.0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,feb/22,0.0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,feb/22,0.24428269912723288
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,feb/22,0.16459936554056376
yvCOMP 0.4.3 - ETH,ETH,Altcoin,feb/22,0.0
yUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,feb/22,0.19050944133323222
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,feb/22,0.0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,feb/22,0.08063998425086871
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,feb/22,0.953397274217163
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.03887731225433022
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,feb/22,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,feb/22,0.0
yvUSDC 0.3.0 - ETH,ETH,Stable,feb/22,0.014812363634037817
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,feb/22,0
lp-yCRV 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,feb/22,0.012199339587307234
yvLINK 0.4.2 - ETH,ETH,Altcoin,feb/22,0.013653384172108485
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,feb/22,0.08497666686414118
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,feb/22,0.1363834026213353
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,feb/22,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,feb/22,0.0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,feb/22,0.057106444635076636
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,feb/22,0.0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,feb/22,0.0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,feb/22,0
yvUSDT 0.3.5 - ETH,ETH,Stable,feb/22,0.013202981432709482
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,feb/22,0.03309135704664112
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,feb/22,0.0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,feb/22,0.0
yvRAI 0.4.2 - ETH,ETH,Altcoin,feb/22,0.0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,feb/22,0.0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.03183869643486581
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,feb/22,0.0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,feb/22,0.0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,feb/22,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,feb/22,1.1835947540237872
yvWBTC 0.3.5 - ETH,ETH,BTC,feb/22,0.028627970330444397
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,feb/22,0.02374840348743401
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,feb/22,0.050644433497236685
yv1INCH 0.3.2 - ETH,ETH,Altcoin,feb/22,0.0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,feb/22,0.08177479819572153
yvDAI 0.2.2 - ETH,ETH,Stable,feb/22,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,feb/22,0.0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,feb/22,0.0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,feb/22,0.05172145043794196
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,feb/22,0.0011648068599601213
yvYFI 0.3.2 - ETH,ETH,Altcoin,feb/22,0.0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,feb/22,0.06783163642102097
